date,wave,portfolio_return,benchmark_return,vix_level,vix_regime,exposure_used,overlay_active
2024-04-25,AI & Cloud MegaCap Wave,-0.0036229475798690365,0.002471886273578599,20.0,neutral,0.9033323142872317,True
2024-04-26,AI & Cloud MegaCap Wave,0.021112990333145298,0.018433077994394524,20.0,neutral,1.0058993867872226,True
2024-04-27,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9198721678114427,True
2024-04-28,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9198721678114427,True
2024-04-29,AI & Cloud MegaCap Wave,-0.006306965980485134,0.0038661883893163205,20.0,neutral,0.920149186726482,True
2024-04-30,AI & Cloud MegaCap Wave,-0.01638882117912774,-0.01908808772663045,20.0,neutral,0.9184728703097492,True
2024-05-01,AI & Cloud MegaCap Wave,-0.009538564441350648,-0.013676446659100994,20.0,neutral,0.8499445045986644,True
2024-05-02,AI & Cloud MegaCap Wave,0.010065521678833785,0.014924284508204828,20.0,neutral,0.9613996346837115,True
2024-05-03,AI & Cloud MegaCap Wave,0.017728536677460525,0.022093884728002687,20.0,neutral,1.0171349442902107,True
2024-05-04,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9535349908443242,True
2024-05-05,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9535349908443242,True
2024-05-06,AI & Cloud MegaCap Wave,0.01796419808235936,0.014405009723725788,20.0,neutral,0.9999306937485777,True
2024-05-07,AI & Cloud MegaCap Wave,-0.002633263896259696,-0.0024502791718997263,20.0,neutral,0.9549855864193674,True
2024-05-08,AI & Cloud MegaCap Wave,-0.0010204908447601802,0.0004759227500972372,20.0,neutral,0.9976518627397591,True
2024-05-09,AI & Cloud MegaCap Wave,-0.00510427712204057,-0.000346561023024602,20.0,neutral,1.0018043573686783,True
2024-05-10,AI & Cloud MegaCap Wave,0.0041628256642191625,0.006103584411515974,20.0,neutral,1.2349999999999999,True
2024-05-11,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-05-12,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-05-13,AI & Cloud MegaCap Wave,0.0006050013346966917,0.0015760497325613982,20.0,neutral,1.223885,True
2024-05-14,AI & Cloud MegaCap Wave,0.012392445840657578,0.009572709630086058,20.0,neutral,1.2349999999999999,True
2024-05-15,AI & Cloud MegaCap Wave,0.02650683646678883,0.019866557669393152,20.0,neutral,1.2349999999999999,True
2024-05-16,AI & Cloud MegaCap Wave,-0.0003749545600563489,-0.003571423911546105,20.0,neutral,1.1285569283078098,True
2024-05-17,AI & Cloud MegaCap Wave,-0.0019809254306203824,-0.0028136873538918764,20.0,neutral,1.2183189436216046,True
2024-05-18,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.214159535096473,True
2024-05-19,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.214159535096473,True
2024-05-20,AI & Cloud MegaCap Wave,0.010423124413152069,0.010989516459477742,20.0,neutral,1.2349999999999999,True
2024-05-21,AI & Cloud MegaCap Wave,-0.0021649424322811523,0.0009679352538701585,20.0,neutral,1.2349999999999999,True
2024-05-22,AI & Cloud MegaCap Wave,-0.0008933049574416942,0.002266986017002671,20.0,neutral,1.2349999999999999,True
2024-05-23,AI & Cloud MegaCap Wave,0.003306516243898654,0.0008400229589405964,20.0,neutral,1.2349999999999999,True
2024-05-24,AI & Cloud MegaCap Wave,0.011464434880363939,0.012120426583903325,20.0,neutral,1.2349999999999999,True
2024-05-25,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-05-26,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-05-27,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-05-28,AI & Cloud MegaCap Wave,0.018087821522376306,0.009373514704398147,20.0,neutral,1.2349999999999999,True
2024-05-29,AI & Cloud MegaCap Wave,-0.008697632613756754,-0.009896307732788693,20.0,neutral,1.2349999999999999,True
2024-05-30,AI & Cloud MegaCap Wave,-0.0417562647703442,-0.011609289214769482,20.0,neutral,1.2349999999999999,True
2024-05-31,AI & Cloud MegaCap Wave,0.0019308360295442978,-0.0034861375807300004,20.0,neutral,0.9422145462818318,True
2024-06-01,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9424563373498186,True
2024-06-02,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9424563373498186,True
2024-06-03,AI & Cloud MegaCap Wave,0.006724008690785255,0.007459146485667883,20.0,neutral,0.9422575674961755,True
2024-06-04,AI & Cloud MegaCap Wave,0.0027350792548632608,0.0008686655492379431,20.0,neutral,0.9562819671040942,True
2024-06-05,AI & Cloud MegaCap Wave,0.028109945147955874,0.028548369728485075,20.0,neutral,1.078471635981191,True
2024-06-06,AI & Cloud MegaCap Wave,0.00042356563723817975,-0.002555790298558458,20.0,neutral,0.9438399431371294,True
2024-06-07,AI & Cloud MegaCap Wave,0.0019987547246779563,-0.0008576264698160915,20.0,neutral,0.9453984742546856,True
2024-06-08,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9457141508541159,True
2024-06-09,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9457141508541158,True
2024-06-10,AI & Cloud MegaCap Wave,0.0011989101032610977,0.007107738133368768,20.0,neutral,0.9579083520594289,True
2024-06-11,AI & Cloud MegaCap Wave,0.0021093915524718143,0.004407417601944558,20.0,neutral,0.9595955008325087,True
2024-06-12,AI & Cloud MegaCap Wave,0.016152957353420542,0.01800634432131827,20.0,neutral,0.9602431551816628,True
2024-06-13,AI & Cloud MegaCap Wave,0.009589001771079665,0.008431966024314567,20.0,neutral,0.9298801154927308,True
2024-06-14,AI & Cloud MegaCap Wave,0.020739144156099138,0.0044058529720826835,20.0,uptrend,1.027854058874292,True
2024-06-15,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8908782409410047,True
2024-06-16,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8908782409410048,True
2024-06-17,AI & Cloud MegaCap Wave,0.007685856460561767,0.013686223243786173,20.0,uptrend,0.9799660650351051,True
2024-06-18,AI & Cloud MegaCap Wave,0.0012750379884459895,0.004838207758639615,20.0,uptrend,1.0100406635531296,True
2024-06-19,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9359888297638305,True
2024-06-20,AI & Cloud MegaCap Wave,-0.0012016143311040152,-0.013772648728765973,20.0,neutral,1.2349999999999999,True
2024-06-21,AI & Cloud MegaCap Wave,-0.007490870076921711,-0.006298801961533129,20.0,uptrend,1.3,True
2024-06-22,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-06-23,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-06-24,AI & Cloud MegaCap Wave,-0.026184238697746692,-0.018151445544282142,20.0,uptrend,1.3,True
2024-06-25,AI & Cloud MegaCap Wave,0.020954121697650804,0.014959959284241334,20.0,uptrend,1.2443034087699194,True
2024-06-26,AI & Cloud MegaCap Wave,-0.0001927241815351087,0.0004914761620399475,20.0,neutral,1.2201845336339763,True
2024-06-27,AI & Cloud MegaCap Wave,0.007795229876506301,-0.0004888677872876999,20.0,neutral,1.2193133892428127,True
2024-06-28,AI & Cloud MegaCap Wave,0.0002497536461306685,-0.0015734712222846645,20.0,uptrend,1.3,True
2024-06-29,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2109195200579952,True
2024-06-30,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2109195200579952,True
2024-07-01,AI & Cloud MegaCap Wave,0.006756591578555852,0.0044898227447164,20.0,uptrend,1.3,True
2024-07-02,AI & Cloud MegaCap Wave,0.00946698666757859,0.010363913747424423,20.0,uptrend,1.3,True
2024-07-03,AI & Cloud MegaCap Wave,0.015621867076384119,0.012567715156838894,20.0,neutral,1.2349999999999999,True
2024-07-04,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.20923471132321,True
2024-07-05,AI & Cloud MegaCap Wave,0.016625926241655254,0.00746917421765898,20.0,uptrend,1.3,True
2024-07-06,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-07-07,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-07-08,AI & Cloud MegaCap Wave,0.012307953809621127,0.006574829313892423,20.0,uptrend,1.3,True
2024-07-09,AI & Cloud MegaCap Wave,-0.0034978805292360873,0.001253901683835454,20.0,uptrend,1.3,True
2024-07-10,AI & Cloud MegaCap Wave,0.01435610424455027,0.014273756528946567,20.0,neutral,1.217944081790822,True
2024-07-11,AI & Cloud MegaCap Wave,-0.025954132389085987,-0.02619839054946481,20.0,neutral,1.1838417595571822,True
2024-07-12,AI & Cloud MegaCap Wave,0.003636026285611904,0.007869370378557571,20.0,uptrend,1.1191115625552914,True
2024-07-13,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.0182950524681054,True
2024-07-14,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.0182950524681054,True
2024-07-15,AI & Cloud MegaCap Wave,-0.0011566120383485444,0.0012327896065178609,20.0,uptrend,1.3,True
2024-07-16,AI & Cloud MegaCap Wave,-0.010623319417892588,0.0001414545325489641,20.0,uptrend,1.3,True
2024-07-17,AI & Cloud MegaCap Wave,-0.04273504262899693,-0.04166418022631606,20.0,neutral,1.2349999999999999,True
2024-07-18,AI & Cloud MegaCap Wave,0.0020056244314798403,-0.0018135507866403348,20.0,neutral,0.8857682050940218,True
2024-07-19,AI & Cloud MegaCap Wave,-0.010927109396964979,-0.014773747114841114,20.0,neutral,0.8852018302051027,True
2024-07-20,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.872185822108303,True
2024-07-21,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.872185822108303,True
2024-07-22,AI & Cloud MegaCap Wave,0.02136322043658091,0.021871091896478116,20.0,uptrend,0.9668092815128342,True
2024-07-23,AI & Cloud MegaCap Wave,0.00010572704059763524,-0.00575186195788895,20.0,neutral,0.8366183044757003,True
2024-07-24,AI & Cloud MegaCap Wave,-0.0359583910248662,-0.04133823061141192,20.0,neutral,0.8656544810774076,True
2024-07-25,AI & Cloud MegaCap Wave,-0.010369115132510955,-0.013178935593280205,20.0,neutral,0.7597439785317692,True
2024-07-26,AI & Cloud MegaCap Wave,0.008887904982398786,0.011901951550136194,20.0,neutral,0.7896222148520823,True
2024-07-27,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7768150146885182,True
2024-07-28,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7768150146885182,True
2024-07-29,AI & Cloud MegaCap Wave,-0.0035327330283445838,-0.0006749202265338477,20.0,neutral,0.7986220142821104,True
2024-07-30,AI & Cloud MegaCap Wave,-0.01365070130124992,-0.020947208566927538,20.0,neutral,0.7986283896536599,True
2024-07-31,AI & Cloud MegaCap Wave,0.031115785891104343,0.043345575694150346,20.0,neutral,0.8280515373969688,True
2024-08-01,AI & Cloud MegaCap Wave,-0.020458568188666516,-0.03612661807334716,20.0,neutral,0.7578234388310134,True
2024-08-02,AI & Cloud MegaCap Wave,-0.023191592890525182,-0.03277072773592384,20.0,neutral,0.7411275121137438,True
2024-08-03,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7199316471419052,True
2024-08-04,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7199316471419053,True
2024-08-05,AI & Cloud MegaCap Wave,-0.019660439911315265,-0.027940827732051532,20.0,neutral,0.7192023257997257,True
2024-08-06,AI & Cloud MegaCap Wave,0.005177234265320255,0.012466984187202922,20.0,neutral,0.7082880050779071,True
2024-08-07,AI & Cloud MegaCap Wave,-0.01321557887065296,-0.01574616579699124,20.0,neutral,0.8108760952854188,True
2024-08-08,AI & Cloud MegaCap Wave,0.029896056567892338,0.040286314571680526,20.0,neutral,0.8059091116798623,True
2024-08-09,AI & Cloud MegaCap Wave,0.003647247038491448,0.0036079534286205645,20.0,neutral,0.7252849482448347,True
2024-08-10,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7233947914160687,True
2024-08-11,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7233947914160687,True
2024-08-12,AI & Cloud MegaCap Wave,0.0030098313778740473,0.00428013367780157,20.0,neutral,0.7638301323956631,True
2024-08-13,AI & Cloud MegaCap Wave,0.01954869302011044,0.02947606737213644,20.0,neutral,0.7617850819092477,True
2024-08-14,AI & Cloud MegaCap Wave,0.0008696986768481263,0.00047801147824172116,20.0,neutral,0.8263426613602362,True
2024-08-15,AI & Cloud MegaCap Wave,0.020523414184458383,0.030249970660942004,20.0,neutral,0.8373857316288241,True
2024-08-16,AI & Cloud MegaCap Wave,0.0014041639137446341,0.001313531783108387,20.0,neutral,0.8058887271482484,True
2024-08-17,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8059751698176675,True
2024-08-18,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8059751698176675,True
2024-08-19,AI & Cloud MegaCap Wave,0.014277294117595424,0.01479211827146898,20.0,neutral,0.8078725830038628,True
2024-08-20,AI & Cloud MegaCap Wave,-0.003389027045752904,-0.00531960643131704,20.0,neutral,0.8164128349337426,True
2024-08-21,AI & Cloud MegaCap Wave,0.004067966660811551,0.006339504327172981,20.0,neutral,0.9093271845621093,True
2024-08-22,AI & Cloud MegaCap Wave,-0.020089462725180224,-0.020826289564320123,20.0,neutral,0.9792740307555182,True
2024-08-23,AI & Cloud MegaCap Wave,0.01449840472635809,0.014898819993583178,20.0,neutral,1.0044823409260928,True
2024-08-24,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9817695978701363,True
2024-08-25,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.9817695978701363,True
2024-08-26,AI & Cloud MegaCap Wave,-0.012713880195233227,-0.013744375097715887,20.0,neutral,1.0819414786326975,True
2024-08-27,AI & Cloud MegaCap Wave,0.003010506285238023,0.005067179633985593,20.0,neutral,1.0282326743677614,True
2024-08-28,AI & Cloud MegaCap Wave,-0.014218615472306023,-0.01295569509796314,20.0,neutral,1.08583704655464,True
2024-08-29,AI & Cloud MegaCap Wave,-0.007217690725945559,-0.004671710500503092,20.0,neutral,1.2005957167690549,True
2024-08-30,AI & Cloud MegaCap Wave,0.017891590120952486,0.015274844785882629,20.0,neutral,1.1799068174943752,True
2024-08-31,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1113077073802993,True
2024-09-01,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1113077073802993,True
2024-09-02,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1105968806774011,True
2024-09-03,AI & Cloud MegaCap Wave,-0.04564573114230774,-0.043502720219335156,20.0,neutral,1.1978476151918225,True
2024-09-04,AI & Cloud MegaCap Wave,-0.0004385034210582611,-0.0025395778955583453,20.0,neutral,0.8401157045186036,True
2024-09-05,AI & Cloud MegaCap Wave,-3.70379417486414e-05,0.00014843153457360227,20.0,neutral,0.8972912930609354,True
2024-09-06,AI & Cloud MegaCap Wave,-0.024679913924011282,-0.031053099806999728,20.0,neutral,0.8984373841526611,True
2024-09-07,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8458322763414157,True
2024-09-08,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8458322763414157,True
2024-09-09,AI & Cloud MegaCap Wave,0.009607021102454772,0.015725721125153084,20.0,neutral,0.88187548339524,True
2024-09-10,AI & Cloud MegaCap Wave,0.01775021588426555,0.009306166482581653,20.0,neutral,0.8602023721522013,True
2024-09-11,AI & Cloud MegaCap Wave,0.024767679354831432,0.030515439391370445,20.0,neutral,0.8196033761603183,True
2024-09-12,AI & Cloud MegaCap Wave,0.011179920527036839,0.0075590186520277936,20.0,neutral,0.7846353565952242,True
2024-09-13,AI & Cloud MegaCap Wave,-0.00020801742028164695,0.006947268561623421,20.0,neutral,0.7924686560861126,True
2024-09-14,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7925025663794665,True
2024-09-15,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.7925025663794666,True
2024-09-16,AI & Cloud MegaCap Wave,0.0025507722017820197,-0.006979518963784211,20.0,neutral,0.8052317219951753,True
2024-09-17,AI & Cloud MegaCap Wave,-0.001701048399112066,0.00027229134043214295,20.0,neutral,0.805500287813656,True
2024-09-18,AI & Cloud MegaCap Wave,-0.008110860857443673,-0.006403556134951074,20.0,neutral,0.8240166213361033,True
2024-09-19,AI & Cloud MegaCap Wave,0.023443599572356304,0.03061488283986054,20.0,neutral,0.8226537649962623,True
2024-09-20,AI & Cloud MegaCap Wave,0.0011054824128887445,-0.005235175622400874,20.0,neutral,0.801508093721326,True
2024-09-21,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8014879888923644,True
2024-09-22,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,0.8014879888923644,True
2024-09-23,AI & Cloud MegaCap Wave,0.0018202444843313827,0.00316926397224745,20.0,uptrend,0.8816367877816008,True
2024-09-24,AI & Cloud MegaCap Wave,0.008766065616102168,0.008882267705905306,20.0,neutral,1.1355955354901526,True
2024-09-25,AI & Cloud MegaCap Wave,0.009598330934761205,0.00324037627011043,20.0,neutral,1.1305427204550182,True
2024-09-26,AI & Cloud MegaCap Wave,0.00786916992892426,0.013784037940170319,20.0,neutral,1.124626591690157,True
2024-09-27,AI & Cloud MegaCap Wave,-0.00882901781666743,-0.00960420966392482,20.0,neutral,1.2349999999999999,True
2024-09-28,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-09-29,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.2349999999999999,True
2024-09-30,AI & Cloud MegaCap Wave,0.0019440856915323111,-0.0008044076038941277,20.0,uptrend,1.3,True
2024-10-01,AI & Cloud MegaCap Wave,-0.02494971180904022,-0.01770741700076732,20.0,uptrend,1.3,True
2024-10-02,AI & Cloud MegaCap Wave,0.0044879113122632775,0.005232837433324771,20.0,neutral,1.2349999999999999,True
2024-10-03,AI & Cloud MegaCap Wave,0.00890343881841608,0.002179365440780509,20.0,neutral,1.2349999999999999,True
2024-10-04,AI & Cloud MegaCap Wave,0.023916171900275434,0.012331483056490495,20.0,uptrend,1.3,True
2024-10-05,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1661759457025695,True
2024-10-06,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1661759457025695,True
2024-10-07,AI & Cloud MegaCap Wave,-0.009804147307686785,-0.007086410896316388,20.0,uptrend,1.2809313467478989,True
2024-10-08,AI & Cloud MegaCap Wave,0.027995748349353797,0.015637160319052785,20.0,uptrend,1.2435171671262266,True
2024-10-09,AI & Cloud MegaCap Wave,0.0012299004019614495,0.008617390568802077,20.0,neutral,1.0207654983476626,True
2024-10-10,AI & Cloud MegaCap Wave,-0.002457430419958522,-0.001377897970890457,20.0,neutral,1.1050240938002904,True
2024-10-11,AI & Cloud MegaCap Wave,0.0015125341831252292,0.0034595657848203376,20.0,uptrend,1.209499821119438,True
2024-10-12,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1008149818158495,True
2024-10-13,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.1008149818158492,True
2024-10-14,AI & Cloud MegaCap Wave,0.008696276491491548,0.011182637741790723,20.0,uptrend,1.2093662792942002,True
2024-10-15,AI & Cloud MegaCap Wave,-0.019925785000973275,-0.025330016448807315,20.0,neutral,1.099625410689791,True
2024-10-16,AI & Cloud MegaCap Wave,0.0011907104155027568,0.00027668071604676736,20.0,neutral,1.0154190703070591,True
2024-10-17,AI & Cloud MegaCap Wave,0.002524845334510455,0.0055549543242893774,20.0,neutral,1.02448950567534,True
2024-10-18,AI & Cloud MegaCap Wave,0.001451700410346753,0.004545021371598995,20.0,neutral,1.042561602978074,True
2024-10-19,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.042891146916006,True
2024-10-20,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.042891146916006,True
2024-10-21,AI & Cloud MegaCap Wave,0.0072751661043563365,0.0029115193026496957,20.0,neutral,1.0426486615361066,True
2024-10-22,AI & Cloud MegaCap Wave,-0.0007466603514637356,-0.0005683899622945211,20.0,neutral,1.2170835199639036,True
2024-10-23,AI & Cloud MegaCap Wave,-0.01914216018341611,-0.013948588623007553,20.0,neutral,1.2142987172418795,True
2024-10-24,AI & Cloud MegaCap Wave,0.002612217276408634,0.006964084899204487,20.0,neutral,1.10745765191211,True
2024-10-25,AI & Cloud MegaCap Wave,0.00998832663159902,0.007712334660856053,20.0,neutral,1.2349999999999999,True
2024-10-26,AI & Cloud MegaCap Wave,0.0,0.0,20.0,neutral,1.230868995169995,True
