ticker,name,asset_class,index_membership,sector,market_cap_bucket,status,validated,validation_error
ARE,,equity,SP_500,Equity,,active,not_checked,
AREC,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ARGO,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ARLO,,equity,RUSSELL_2000,Equity,,active,not_checked,
AROW,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ARQT,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ARTNA,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ARVL,,equity,RUSSELL_2000,Equity,,active,not_checked,
ARVN,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ARWR,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
ASAN,,equity,RUSSELL_2000,Equity,,active,not_checked,
ASIX,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ASMB,,equity,RUSSELL_2000,Equity,,active,not_checked,
ASML,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ASND,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
ASPS,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ASPU,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ASRT,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
ASTC,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ASTE,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ASUR,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATEX,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATHA,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATHN,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATHX,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATIF,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATIS,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATKR,,equity,RUSSELL_2000,Equity,,active,not_checked,
ATLO,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATNM,,equity,RUSSELL_2000,Equity,,active,not_checked,
ATO,,equity,SP_500,Equity,,active,not_checked,
ATOM,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATOS,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATRC,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
ATRI,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATRO,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
ATSG,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
ATVI,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
AUB,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
AUBN,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
AUPH,,equity,RUSSELL_2000,Equity,,active,not_checked,
AUR,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
AVAV,,equity,"NASDAQ_COMPOSITE,RUSSELL_2000",Equity,,active,not_checked,
AVB,,equity,SP_500,Equity,,active,not_checked,
AVCO,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
AVDL,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
AVDX,,equity,RUSSELL_2000,Equity,,active,not_checked,
AVGO,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
AVIR,,equity,RUSSELL_2000,Equity,,active,not_checked,
AVNS,,equity,RUSSELL_2000,Equity,,active,not_checked,
AVY,,equity,SP_500,Equity,,active,not_checked,
AWK,,equity,SP_500,Equity,,active,not_checked,
AXGN,,equity,RUSSELL_2000,Equity,,active,not_checked,
AXON,,equity,SP_500,Equity,,active,not_checked,
AXP,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
AXSM,,equity,RUSSELL_2000,Equity,,active,not_checked,
AYRO,,equity,RUSSELL_2000,Equity,,active,not_checked,
AZEK,,equity,RUSSELL_2000,Equity,,active,not_checked,
AZO,,equity,SP_500,Equity,,active,not_checked,
BA,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
BAC,,equity,SP_500,Equity,,active,not_checked,
BALL,,equity,SP_500,Equity,,active,not_checked,
BAND,,equity,RUSSELL_2000,Equity,,active,not_checked,
BASE,,equity,RUSSELL_2000,Equity,,active,not_checked,
BAX,,equity,SP_500,Equity,,active,not_checked,
BBAI,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
BBWI,,equity,RUSSELL_2000,Equity,,active,not_checked,
BBY,,equity,SP_500,Equity,,active,not_checked,
BC,,equity,RUSSELL_2000,Equity,,active,not_checked,
BCRX,,equity,RUSSELL_2000,Equity,,active,not_checked,
BCYC,,equity,RUSSELL_2000,Equity,,active,not_checked,
BDTX,,equity,RUSSELL_2000,Equity,,active,not_checked,
BDX,,equity,SP_500,Equity,,active,not_checked,
BEAM,,equity,RUSSELL_3000,Equity,,active,not_checked,
BEN,,equity,SP_500,Equity,,active,not_checked,
BFAM,,equity,RUSSELL_2000,Equity,,active,not_checked,
BIDU,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
BIGC,,equity,RUSSELL_2000,Equity,,active,not_checked,
BIIB,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
BILL,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
BIO,,equity,SP_500,Equity,,active,not_checked,
BITF,,equity,RUSSELL_2000,Equity,,active,not_checked,
BK,,equity,SP_500,Equity,,active,not_checked,
BKNG,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
BKR,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
BL,,equity,RUSSELL_2000,Equity,,active,not_checked,
BLBD,,equity,RUSSELL_2000,Equity,,active,not_checked,
BLDR,,equity,SP_500,Equity,,active,not_checked,
BLFS,,equity,RUSSELL_2000,Equity,,active,not_checked,
BLK,,equity,SP_500,Equity,,active,not_checked,
BLNK,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
BLRX,,equity,RUSSELL_2000,Equity,,active,not_checked,
BLUE,,equity,RUSSELL_3000,Equity,,active,not_checked,
BMRN,,equity,RUSSELL_3000,Equity,,active,not_checked,
BMY,,equity,SP_500,Equity,,active,not_checked,
BNTX,,equity,RUSSELL_3000,Equity,,active,not_checked,
BOLD,,equity,RUSSELL_2000,Equity,,active,not_checked,
BOOT,,equity,RUSSELL_2000,Equity,,active,not_checked,
BOX,,equity,RUSSELL_2000,Equity,,active,not_checked,
BPMC,,equity,RUSSELL_2000,Equity,,active,not_checked,
BR,,equity,SP_500,Equity,,active,not_checked,
BRC,,equity,RUSSELL_2000,Equity,,active,not_checked,
BRK-B,,equity,SP_500,Equity,,active,not_checked,
BROS,,equity,RUSSELL_2000,Equity,,active,not_checked,
BSGM,,equity,RUSSELL_2000,Equity,,active,not_checked,
BSX,,equity,SP_500,Equity,,active,not_checked,
BTBT,,equity,RUSSELL_2000,Equity,,active,not_checked,
BURL,,equity,SP_500,Equity,,active,not_checked,
BW,,equity,RUSSELL_2000,Equity,,active,not_checked,
BWA,,equity,SP_500,Equity,,active,not_checked,
BXP,,equity,SP_500,Equity,,active,not_checked,
BYND,,equity,RUSSELL_2000,Equity,,active,not_checked,
C,,equity,SP_500,Equity,,active,not_checked,
CAG,,equity,SP_500,Equity,,active,not_checked,
CAH,,equity,SP_500,Equity,,active,not_checked,
CAKE,,equity,RUSSELL_2000,Equity,,active,not_checked,
CALX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CARA,,equity,RUSSELL_2000,Equity,,active,not_checked,
CARR,,equity,SP_500,Equity,,active,not_checked,
CASS,,equity,RUSSELL_2000,Equity,,active,not_checked,
CAT,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
CBAY,,equity,RUSSELL_2000,Equity,,active,not_checked,
CBOE,,equity,SP_500,Equity,,active,not_checked,
CBRE,,equity,SP_500,Equity,,active,not_checked,
CBT,,equity,RUSSELL_2000,Equity,,active,not_checked,
CCEP,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
CCL,,equity,SP_500,Equity,,active,not_checked,
CCXI,,equity,RUSSELL_2000,Equity,,active,not_checked,
CDLX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CDNS,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CDW,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
CE,,equity,SP_500,Equity,,active,not_checked,
CECO,,equity,RUSSELL_2000,Equity,,active,not_checked,
CELH,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
CERE,,equity,RUSSELL_2000,Equity,,active,not_checked,
CERN,,equity,SP_500,Equity,,active,not_checked,
CF,,equity,SP_500,Equity,,active,not_checked,
CFG,,equity,SP_500,Equity,,active,not_checked,
CFLT,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
CGC,,equity,RUSSELL_2000,Equity,,active,not_checked,
CGNX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CHPT,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
CHRS,,equity,RUSSELL_2000,Equity,,active,not_checked,
CHRW,,equity,SP_500,Equity,,active,not_checked,
CHTR,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CHWY,,equity,RUSSELL_2000,Equity,,active,not_checked,
CI,,equity,SP_500,Equity,,active,not_checked,
CIFR,,equity,RUSSELL_2000,Equity,,active,not_checked,
CINF,,equity,SP_500,Equity,,active,not_checked,
CL,,equity,SP_500,Equity,,active,not_checked,
CLBT,,equity,RUSSELL_2000,Equity,,active,not_checked,
CLDX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CLSK,,equity,RUSSELL_2000,Equity,,active,not_checked,
CLVT,,equity,RUSSELL_2000,Equity,,active,not_checked,
CMA,,equity,SP_500,Equity,,active,not_checked,
CMCSA,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CME,,equity,SP_500,Equity,,active,not_checked,
CMG,,equity,SP_500,Equity,,active,not_checked,
CMI,,equity,SP_500,Equity,,active,not_checked,
CMPS,,equity,RUSSELL_2000,Equity,,active,not_checked,
CMS,,equity,SP_500,Equity,,active,not_checked,
CNC,,equity,SP_500,Equity,,active,not_checked,
CNCE,,equity,RUSSELL_2000,Equity,,active,not_checked,
CNI,,equity,SP_500,Equity,,active,not_checked,
CNP,,equity,SP_500,Equity,,active,not_checked,
CNTB,,equity,RUSSELL_2000,Equity,,active,not_checked,
COCO,,equity,RUSSELL_2000,Equity,,active,not_checked,
COF,,equity,SP_500,Equity,,active,not_checked,
COIN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
COMM,,equity,RUSSELL_2000,Equity,,active,not_checked,
CONE,,equity,RUSSELL_2000,Equity,,active,not_checked,
COP,,equity,SP_500,Equity,,active,not_checked,
COR,,equity,SP_500,Equity,,active,not_checked,
CORT,,equity,RUSSELL_2000,Equity,,active,not_checked,
COST,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
COUP,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
CPB,,equity,SP_500,Equity,,active,not_checked,
CPNG,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
CPRT,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
CPT,,equity,SP_500,Equity,,active,not_checked,
CRBP,,equity,RUSSELL_2000,Equity,,active,not_checked,
CRBU,,equity,RUSSELL_2000,Equity,,active,not_checked,
CRIS,,equity,RUSSELL_2000,Equity,,active,not_checked,
CRL,,equity,SP_500,Equity,,active,not_checked,
CRM,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
CRNX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CRS,,equity,RUSSELL_2000,Equity,,active,not_checked,
CRSP,,equity,RUSSELL_3000,Equity,,active,not_checked,
CRTX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CRWD,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CSCO,,equity,"DOW_JONES,NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CSGP,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
CSX,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CTAS,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
CTMX,,equity,RUSSELL_2000,Equity,,active,not_checked,
CTSH,,equity,SP_500,Equity,,active,not_checked,
CTVA,,equity,SP_500,Equity,,active,not_checked,
CVAC,,equity,RUSSELL_2000,Equity,,active,not_checked,
CVNA,,equity,RUSSELL_2000,Equity,,active,not_checked,
CVS,,equity,SP_500,Equity,,active,not_checked,
CVX,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
CW,,equity,RUSSELL_2000,Equity,,active,not_checked,
CWAN,,equity,RUSSELL_2000,Equity,,active,not_checked,
CYAD,,equity,RUSSELL_2000,Equity,,active,not_checked,
CYBR,,equity,RUSSELL_2000,Equity,,active,not_checked,
CYCN,,equity,RUSSELL_2000,Equity,,active,not_checked,
CZR,,equity,SP_500,Equity,,active,not_checked,
D,,equity,SP_500,Equity,,active,not_checked,
DAL,,equity,"RUSSELL_3000,SP_500",Equity,,active,not_checked,
DARE,,equity,RUSSELL_2000,Equity,,active,not_checked,
DASH,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
DAVA,,equity,RUSSELL_2000,Equity,,active,not_checked,
DBVT,,equity,RUSSELL_2000,Equity,,active,not_checked,
DCPH,,equity,RUSSELL_2000,Equity,,active,not_checked,
DD,,equity,SP_500,Equity,,active,not_checked,
DDOG,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
DDS,,equity,RUSSELL_2000,Equity,,active,not_checked,
DE,,equity,SP_500,Equity,,active,not_checked,
DECK,,equity,SP_500,Equity,,active,not_checked,
DELL,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
DFS,,equity,SP_500,Equity,,active,not_checked,
DG,,equity,SP_500,Equity,,active,not_checked,
DHI,,equity,SP_500,Equity,,active,not_checked,
DHR,,equity,SP_500,Equity,,active,not_checked,
DIS,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
DKNG,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
DLR,,equity,SP_500,Equity,,active,not_checked,
DLTR,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
DNUT,,equity,RUSSELL_2000,Equity,,active,not_checked,
DOC,,equity,SP_500,Equity,,active,not_checked,
DOCN,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
DOCU,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
DORM,,equity,RUSSELL_2000,Equity,,active,not_checked,
DOV,,equity,SP_500,Equity,,active,not_checked,
DOW,,equity,"DOW_JONES,SP_500",Equity,,active,not_checked,
DPZ,,equity,SP_500,Equity,,active,not_checked,
DRI,,equity,SP_500,Equity,,active,not_checked,
DT,,equity,RUSSELL_2000,Equity,,active,not_checked,
DTE,,equity,SP_500,Equity,,active,not_checked,
DUK,,equity,SP_500,Equity,,active,not_checked,
DV,,equity,RUSSELL_2000,Equity,,active,not_checked,
DVN,,equity,SP_500,Equity,,active,not_checked,
DXCM,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
DY,,equity,RUSSELL_2000,Equity,,active,not_checked,
EA,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
EAT,,equity,RUSSELL_2000,Equity,,active,not_checked,
EBAY,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
ECL,,equity,SP_500,Equity,,active,not_checked,
ED,,equity,SP_500,Equity,,active,not_checked,
EDIT,,equity,RUSSELL_3000,Equity,,active,not_checked,
EG,,equity,SP_500,Equity,,active,not_checked,
EIX,,equity,SP_500,Equity,,active,not_checked,
ELMS,,equity,RUSSELL_2000,Equity,,active,not_checked,
ELV,,equity,SP_500,Equity,,active,not_checked,
EMN,,equity,SP_500,Equity,,active,not_checked,
EMR,,equity,SP_500,Equity,,active,not_checked,
ENPH,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
EOG,,equity,SP_500,Equity,,active,not_checked,
EQIX,,equity,SP_500,Equity,,active,not_checked,
EQR,,equity,SP_500,Equity,,active,not_checked,
EQT,,equity,SP_500,Equity,,active,not_checked,
ES,,equity,SP_500,Equity,,active,not_checked,
ESNT,,equity,RUSSELL_2000,Equity,,active,not_checked,
ESS,,equity,SP_500,Equity,,active,not_checked,
ESTC,,equity,RUSSELL_3000,Equity,,active,not_checked,
ETN,,equity,SP_500,Equity,,active,not_checked,
ETR,,equity,SP_500,Equity,,active,not_checked,
ETSY,,equity,RUSSELL_2000,Equity,,active,not_checked,
EVBG,,equity,RUSSELL_2000,Equity,,active,not_checked,
EVGO,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
EVRG,,equity,SP_500,Equity,,active,not_checked,
EW,,equity,SP_500,Equity,,active,not_checked,
EXAS,,equity,"RUSSELL_3000,SP_500",Equity,,active,not_checked,
EXC,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
EXLS,,equity,RUSSELL_2000,Equity,,active,not_checked,
EXPD,,equity,SP_500,Equity,,active,not_checked,
EXPE,,equity,SP_500,Equity,,active,not_checked,
EXPR,,equity,RUSSELL_2000,Equity,,active,not_checked,
EXR,,equity,SP_500,Equity,,active,not_checked,
F,,equity,SP_500,Equity,,active,not_checked,
FANG,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
FAST,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
FATE,,equity,RUSSELL_3000,Equity,,active,not_checked,
FBHS,,equity,SP_500,Equity,,active,not_checked,
FCX,,equity,SP_500,Equity,,active,not_checked,
FDS,,equity,SP_500,Equity,,active,not_checked,
FDX,,equity,SP_500,Equity,,active,not_checked,
FE,,equity,SP_500,Equity,,active,not_checked,
FELE,,equity,RUSSELL_2000,Equity,,active,not_checked,
FFIV,,equity,SP_500,Equity,,active,not_checked,
FHN,,equity,RUSSELL_2000,Equity,,active,not_checked,
FIS,,equity,SP_500,Equity,,active,not_checked,
FISV,,equity,SP_500,Equity,,active,not_checked,
FITB,,equity,SP_500,Equity,,active,not_checked,
FIVE,,equity,RUSSELL_2000,Equity,,active,not_checked,
FIVN,,equity,RUSSELL_2000,Equity,,active,not_checked,
FL,,equity,RUSSELL_2000,Equity,,active,not_checked,
FLS,,equity,RUSSELL_2000,Equity,,active,not_checked,
FMC,,equity,SP_500,Equity,,active,not_checked,
FORM,,equity,RUSSELL_2000,Equity,,active,not_checked,
FRC,,equity,SP_500,Equity,,active,not_checked,
FROG,,equity,RUSSELL_3000,Equity,,active,not_checked,
FRSH,,equity,RUSSELL_2000,Equity,,active,not_checked,
FRT,,equity,SP_500,Equity,,active,not_checked,
FSLR,,equity,"NASDAQ_COMPOSITE,RUSSELL_3000",Equity,,active,not_checked,
FTNT,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
FTRE,,equity,RUSSELL_2000,Equity,,active,not_checked,
FTV,,equity,SP_500,Equity,,active,not_checked,
GD,,equity,SP_500,Equity,,active,not_checked,
GE,,equity,SP_500,Equity,,active,not_checked,
GEHC,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
GEN,,equity,SP_500,Equity,,active,not_checked,
GES,,equity,RUSSELL_2000,Equity,,active,not_checked,
GEV,,equity,RUSSELL_2000,Equity,,active,not_checked,
GFF,,equity,RUSSELL_2000,Equity,,active,not_checked,
GFS,,equity,NASDAQ_COMPOSITE,Equity,,active,not_checked,
GGG,,equity,RUSSELL_2000,Equity,,active,not_checked,
GILD,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
GIS,,equity,SP_500,Equity,,active,not_checked,
GL,,equity,SP_500,Equity,,active,not_checked,
GLOB,,equity,RUSSELL_2000,Equity,,active,not_checked,
GLW,,equity,SP_500,Equity,,active,not_checked,
GM,,equity,SP_500,Equity,,active,not_checked,
GME,,equity,RUSSELL_2000,Equity,,active,not_checked,
GNRC,,equity,RUSSELL_2000,Equity,,active,not_checked,
GOEV,,equity,RUSSELL_2000,Equity,,active,not_checked,
GOOG,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
GOOGL,,equity,"NASDAQ_COMPOSITE,SP_500",Equity,,active,not_checked,
