date,ticker,close
2024-12-16,AAPL,138.86
2024-12-17,AAPL,138.17
2024-12-18,AAPL,139.59
2024-12-19,AAPL,137.09
2024-12-20,AAPL,138.27
2024-12-21,AAPL,136.44
2024-12-22,AAPL,137.78
2024-12-23,AAPL,137.51
2024-12-24,AAPL,136.78
2024-12-25,AAPL,135.03
2024-12-26,AAPL,134.38
2024-12-27,AAPL,135.57
2024-12-28,AAPL,137.76
2024-12-29,AAPL,138.91
2024-12-30,AAPL,141.82
2024-12-31,AAPL,147.3
2025-01-01,AAPL,146.65
2025-01-02,AAPL,146.27
2025-01-03,AAPL,143.19
2025-01-04,AAPL,145.82
2025-01-05,AAPL,148.73
2025-01-06,AAPL,146.87
2025-01-07,AAPL,148.31
2025-01-08,AAPL,151.09
2025-01-09,AAPL,151.68
2025-01-10,AAPL,153.68
2025-01-11,AAPL,154.16
2025-01-12,AAPL,151.42
2025-01-13,AAPL,153.88
2025-01-14,AAPL,157.02
2025-01-15,AAPL,158.83
2025-01-16,AAPL,156.63
2025-01-17,AAPL,154.94
2025-01-18,AAPL,152.39
2025-01-19,AAPL,154.23
2025-01-20,AAPL,157.24
2025-01-21,AAPL,158.32
2025-01-22,AAPL,160.63
2025-01-23,AAPL,158.62
2025-01-24,AAPL,159.05
2025-01-25,AAPL,155.86
2025-01-26,AAPL,154.14
2025-01-27,AAPL,156.24
2025-01-28,AAPL,155.76
2025-01-29,AAPL,158.66
2025-01-30,AAPL,160.02
2025-01-31,AAPL,166.67
2025-02-01,AAPL,166.99
2025-02-02,AAPL,163.55
2025-02-03,AAPL,163.54
2025-02-04,AAPL,161.26
2025-02-05,AAPL,163.71
2025-02-06,AAPL,163.89
2025-02-07,AAPL,163.64
2025-02-08,AAPL,163.41
2025-02-09,AAPL,165.31
2025-02-10,AAPL,164.27
2025-02-11,AAPL,166.27
2025-02-12,AAPL,168.96
2025-02-13,AAPL,168.18
2025-02-14,AAPL,165.92
2025-02-15,AAPL,164.73
2025-02-16,AAPL,166.57
2025-02-17,AAPL,166.88
2025-02-18,AAPL,168.54
2025-02-19,AAPL,173.08
2025-02-20,AAPL,173.77
2025-02-21,AAPL,171.75
2025-02-22,AAPL,174.56
2025-02-23,AAPL,174.78
2025-02-24,AAPL,177.15
2025-02-25,AAPL,180.08
2025-02-26,AAPL,177.58
2025-02-27,AAPL,181.35
2025-02-28,AAPL,183.9
2025-03-01,AAPL,182.32
2025-03-02,AAPL,183.25
2025-03-03,AAPL,184.05
2025-03-04,AAPL,184.2
2025-03-05,AAPL,186.71
2025-03-06,AAPL,190.82
2025-03-07,AAPL,190.94
2025-03-08,AAPL,194.85
2025-03-09,AAPL,197.83
2025-03-10,AAPL,198.62
2025-03-11,AAPL,199.25
2025-03-12,AAPL,195.9
2025-03-13,AAPL,191.59
2025-03-14,AAPL,192.16
2025-03-15,AAPL,189.79
2025-03-16,AAPL,189.77
2025-03-17,AAPL,188.34
2025-03-18,AAPL,183.38
2025-03-19,AAPL,184.46
2025-03-20,AAPL,183.4
2025-03-21,AAPL,183.72
2025-03-22,AAPL,181.35
2025-03-23,AAPL,180.53
2025-03-24,AAPL,184.84
2025-03-25,AAPL,185.29
2025-03-26,AAPL,186.91
2025-03-27,AAPL,183.44
2025-03-28,AAPL,190.11
2025-03-29,AAPL,195.46
2025-03-30,AAPL,199.55
2025-03-31,AAPL,202.14
2025-04-01,AAPL,202.28
2025-04-02,AAPL,203.72
2025-04-03,AAPL,207.03
2025-04-04,AAPL,205.18
2025-04-05,AAPL,203.92
2025-04-06,AAPL,198.91
2025-04-07,AAPL,196.71
2025-04-08,AAPL,201.71
2025-04-09,AAPL,200.8
2025-04-10,AAPL,199.94
2025-04-11,AAPL,200.99
2025-04-12,AAPL,196.23
2025-04-13,AAPL,199.12
2025-04-14,AAPL,203.0
2025-04-15,AAPL,204.25
2025-04-16,AAPL,209.41
2025-04-17,AAPL,205.35
2025-04-18,AAPL,211.13
2025-04-19,AAPL,208.92
2025-04-20,AAPL,205.01
2025-04-21,AAPL,204.38
2025-04-22,AAPL,210.23
2025-04-23,AAPL,210.27
2025-04-24,AAPL,207.43
2025-04-25,AAPL,203.51
2025-04-26,AAPL,203.29
2025-04-27,AAPL,197.31
2025-04-28,AAPL,193.56
2025-04-29,AAPL,198.13
2025-04-30,AAPL,202.17
2025-05-01,AAPL,201.88
2025-05-02,AAPL,200.57
2025-05-03,AAPL,200.85
2025-05-04,AAPL,208.02
2025-05-05,AAPL,209.39
2025-05-06,AAPL,212.35
2025-05-07,AAPL,211.81
2025-05-08,AAPL,212.11
2025-05-09,AAPL,214.28
2025-05-10,AAPL,214.79
2025-05-11,AAPL,208.78
2025-05-12,AAPL,212.9
2025-05-13,AAPL,211.04
2025-05-14,AAPL,217.83
2025-05-15,AAPL,220.18
2025-05-16,AAPL,220.53
2025-05-17,AAPL,222.09
2025-05-18,AAPL,221.84
2025-05-19,AAPL,220.33
2025-05-20,AAPL,221.13
2025-05-21,AAPL,224.17
2025-05-22,AAPL,222.72
2025-05-23,AAPL,220.76
2025-05-24,AAPL,219.69
2025-05-25,AAPL,222.94
2025-05-26,AAPL,227.9
2025-05-27,AAPL,229.26
2025-05-28,AAPL,231.37
2025-05-29,AAPL,229.3
2025-05-30,AAPL,232.43
2025-05-31,AAPL,234.47
2025-06-01,AAPL,232.09
2025-06-02,AAPL,225.98
2025-06-03,AAPL,221.96
2025-06-04,AAPL,219.84
2025-06-05,AAPL,223.78
2025-06-06,AAPL,229.11
2025-06-07,AAPL,227.71
2025-06-08,AAPL,226.43
2025-06-09,AAPL,227.43
2025-06-10,AAPL,227.59
2025-06-11,AAPL,230.88
2025-06-12,AAPL,229.18
2025-06-13,AAPL,232.56
2025-06-14,AAPL,231.84
2025-06-15,AAPL,234.93
2025-06-16,AAPL,234.09
2025-06-17,AAPL,232.06
2025-06-18,AAPL,238.83
2025-06-19,AAPL,242.76
2025-06-20,AAPL,236.36
2025-06-21,AAPL,234.89
2025-06-22,AAPL,239.26
2025-06-23,AAPL,235.08
2025-06-24,AAPL,237.92
2025-06-25,AAPL,240.42
2025-06-26,AAPL,238.01
2025-06-27,AAPL,238.1
2025-06-28,AAPL,230.76
2025-06-29,AAPL,237.0
2025-06-30,AAPL,236.02
2025-07-01,AAPL,238.98
2025-07-02,AAPL,241.3
2025-07-03,AAPL,246.34
2025-07-04,AAPL,244.86
2025-07-05,AAPL,245.73
2025-07-06,AAPL,247.92
2025-07-07,AAPL,251.28
2025-07-08,AAPL,255.76
2025-07-09,AAPL,254.06
2025-07-10,AAPL,251.65
2025-07-11,AAPL,256.91
2025-07-12,AAPL,249.19
2025-07-13,AAPL,255.19
2025-07-14,AAPL,254.16
2025-07-15,AAPL,254.27
2025-07-16,AAPL,251.79
2025-07-17,AAPL,251.73
2025-07-18,AAPL,256.66
2025-07-19,AAPL,259.76
2025-07-20,AAPL,261.81
2025-07-21,AAPL,262.28
2025-07-22,AAPL,256.73
2025-07-23,AAPL,253.61
2025-07-24,AAPL,252.43
2025-07-25,AAPL,254.29
2025-07-26,AAPL,254.68
2025-07-27,AAPL,258.56
2025-07-28,AAPL,260.53
2025-07-29,AAPL,260.87
2025-07-30,AAPL,269.91
2025-07-31,AAPL,271.69
2025-08-01,AAPL,270.06
2025-08-02,AAPL,277.73
2025-08-03,AAPL,282.87
2025-08-04,AAPL,290.72
2025-08-05,AAPL,290.38
2025-08-06,AAPL,294.78
2025-08-07,AAPL,288.5
2025-08-08,AAPL,292.04
2025-08-09,AAPL,291.5
2025-08-10,AAPL,285.72
2025-08-11,AAPL,290.28
2025-08-12,AAPL,282.55
2025-08-13,AAPL,274.58
2025-08-14,AAPL,276.21
2025-08-15,AAPL,278.72
2025-08-16,AAPL,282.92
2025-08-17,AAPL,286.21
2025-08-18,AAPL,292.69
2025-08-19,AAPL,295.91
2025-08-20,AAPL,295.47
2025-08-21,AAPL,295.29
2025-08-22,AAPL,294.19
2025-08-23,AAPL,295.64
2025-08-24,AAPL,290.92
2025-08-25,AAPL,292.55
2025-08-26,AAPL,292.32
2025-08-27,AAPL,293.68
2025-08-28,AAPL,295.05
2025-08-29,AAPL,284.34
2025-08-30,AAPL,280.64
2025-08-31,AAPL,280.33
2025-09-01,AAPL,280.23
2025-09-02,AAPL,281.46
2025-09-03,AAPL,282.88
2025-09-04,AAPL,289.46
2025-09-05,AAPL,290.96
2025-09-06,AAPL,289.74
2025-09-07,AAPL,282.93
2025-09-08,AAPL,277.26
2025-09-09,AAPL,279.63
2025-09-10,AAPL,284.22
2025-09-11,AAPL,290.93
2025-09-12,AAPL,287.46
2025-09-13,AAPL,286.3
2025-09-14,AAPL,287.48
2025-09-15,AAPL,296.45
2025-09-16,AAPL,297.11
2025-09-17,AAPL,304.17
2025-09-18,AAPL,305.1
2025-09-19,AAPL,310.53
2025-09-20,AAPL,315.47
2025-09-21,AAPL,316.41
2025-09-22,AAPL,311.73
2025-09-23,AAPL,310.63
2025-09-24,AAPL,317.72
2025-09-25,AAPL,322.06
2025-09-26,AAPL,320.13
2025-09-27,AAPL,318.64
2025-09-28,AAPL,310.53
2025-09-29,AAPL,317.41
2025-09-30,AAPL,321.79
2025-10-01,AAPL,321.29
2025-10-02,AAPL,322.42
2025-10-03,AAPL,312.08
2025-10-04,AAPL,309.96
2025-10-05,AAPL,316.32
2025-10-06,AAPL,321.13
2025-10-07,AAPL,322.88
2025-10-08,AAPL,322.97
2025-10-09,AAPL,326.99
2025-10-10,AAPL,325.78
2025-10-11,AAPL,317.81
2025-10-12,AAPL,317.93
2025-10-13,AAPL,320.02
2025-10-14,AAPL,325.57
2025-10-15,AAPL,318.69
2025-10-16,AAPL,318.26
2025-10-17,AAPL,318.06
2025-10-18,AAPL,312.97
2025-10-19,AAPL,315.41
2025-10-20,AAPL,319.11
2025-10-21,AAPL,317.87
2025-10-22,AAPL,327.83
2025-10-23,AAPL,326.43
2025-10-24,AAPL,324.4
2025-10-25,AAPL,322.25
2025-10-26,AAPL,318.47
2025-10-27,AAPL,315.96
2025-10-28,AAPL,309.32
2025-10-29,AAPL,308.58
2025-10-30,AAPL,309.0
2025-10-31,AAPL,298.58
2025-11-01,AAPL,298.27
2025-11-02,AAPL,298.61
2025-11-03,AAPL,301.06
2025-11-04,AAPL,306.65
2025-11-05,AAPL,310.72
2025-11-06,AAPL,307.99
2025-11-07,AAPL,304.74
2025-11-08,AAPL,307.54
2025-11-09,AAPL,305.17
2025-11-10,AAPL,299.7
2025-11-11,AAPL,310.52
2025-11-12,AAPL,309.23
2025-11-13,AAPL,306.48
2025-11-14,AAPL,296.56
2025-11-15,AAPL,300.49
2025-11-16,AAPL,296.19
2025-11-17,AAPL,296.46
2025-11-18,AAPL,300.92
2025-11-19,AAPL,296.68
2025-11-20,AAPL,297.18
2025-11-21,AAPL,304.12
2025-11-22,AAPL,293.07
2025-11-23,AAPL,289.65
2025-11-24,AAPL,285.87
2025-11-25,AAPL,285.21
2025-11-26,AAPL,285.15
2025-11-27,AAPL,280.75
2025-11-28,AAPL,278.13
2025-11-29,AAPL,275.05
2025-11-30,AAPL,273.74
2025-12-01,AAPL,274.77
2025-12-02,AAPL,278.66
2025-12-03,AAPL,283.21
2025-12-04,AAPL,286.13
2025-12-05,AAPL,282.52
2025-12-06,AAPL,282.65
2025-12-07,AAPL,292.86
2025-12-08,AAPL,297.46
2025-12-09,AAPL,295.64
2025-12-10,AAPL,302.81
2025-12-11,AAPL,301.2
2025-12-12,AAPL,298.33
2025-12-13,AAPL,304.72
2025-12-14,AAPL,298.89
2025-12-15,AAPL,290.46
2025-12-16,AAPL,294.7
2025-12-17,AAPL,294.97
2025-12-18,AAPL,295.68
2025-12-19,AAPL,294.23
2025-12-20,AAPL,293.32
2024-08-08,AAVE-USD,2164.98
2024-08-09,AAVE-USD,1773.19
2024-08-10,AAVE-USD,1819.38
2024-08-11,AAVE-USD,2126.8
2024-08-12,AAVE-USD,2065.11
2024-08-13,AAVE-USD,2072.44
2024-08-14,AAVE-USD,2144.75
2024-08-15,AAVE-USD,2205.5
2024-08-16,AAVE-USD,2148.2
2024-08-17,AAVE-USD,2203.04
2024-08-18,AAVE-USD,2233.49
2024-08-19,AAVE-USD,2279.46
2024-08-20,AAVE-USD,2140.44
2024-08-21,AAVE-USD,2147.27
2024-08-22,AAVE-USD,2348.54
2024-08-23,AAVE-USD,2273.09
2024-08-24,AAVE-USD,2469.65
2024-08-25,AAVE-USD,2566.85
2024-08-26,AAVE-USD,2614.51
2024-08-27,AAVE-USD,2682.6
2024-08-28,AAVE-USD,2772.53
2024-08-29,AAVE-USD,2600.42
2024-08-30,AAVE-USD,2777.2
2024-08-31,AAVE-USD,2685.67
2024-09-01,AAVE-USD,2638.45
2024-09-02,AAVE-USD,2731.89
2024-09-03,AAVE-USD,2835.08
2024-09-04,AAVE-USD,3116.18
2024-09-05,AAVE-USD,3524.04
2024-09-06,AAVE-USD,3757.25
2024-09-07,AAVE-USD,3568.98
2024-09-08,AAVE-USD,3449.47
2024-09-09,AAVE-USD,3623.01
2024-09-10,AAVE-USD,3857.16
2024-09-11,AAVE-USD,3794.51
2024-09-12,AAVE-USD,3654.18
2024-09-13,AAVE-USD,3731.38
2024-09-14,AAVE-USD,3612.83
2024-09-15,AAVE-USD,3713.15
2024-09-16,AAVE-USD,3945.05
2024-09-17,AAVE-USD,3846.13
2024-09-18,AAVE-USD,4198.77
2024-09-19,AAVE-USD,4655.05
2024-09-20,AAVE-USD,4240.8
2024-09-21,AAVE-USD,4583.75
2024-09-22,AAVE-USD,4516.51
2024-09-23,AAVE-USD,4455.64
2024-09-24,AAVE-USD,4363.78
2024-09-25,AAVE-USD,4648.93
2024-09-26,AAVE-USD,4431.88
2024-09-27,AAVE-USD,4393.61
2024-09-28,AAVE-USD,4734.08
2024-09-29,AAVE-USD,4522.87
2024-09-30,AAVE-USD,4539.47
2024-10-01,AAVE-USD,4414.75
2024-10-02,AAVE-USD,4333.04
2024-10-03,AAVE-USD,4586.11
2024-10-04,AAVE-USD,4374.45
2024-10-05,AAVE-USD,4587.2
2024-10-06,AAVE-USD,4485.28
2024-10-07,AAVE-USD,4355.79
2024-10-08,AAVE-USD,4394.23
2024-10-09,AAVE-USD,4430.55
2024-10-10,AAVE-USD,4659.17
2024-10-11,AAVE-USD,4413.27
2024-10-12,AAVE-USD,4174.36
2024-10-13,AAVE-USD,4365.49
2024-10-14,AAVE-USD,4530.05
2024-10-15,AAVE-USD,4579.54
2024-10-16,AAVE-USD,4442.49
2024-10-17,AAVE-USD,4540.93
2024-10-18,AAVE-USD,4513.98
2024-10-19,AAVE-USD,4536.61
2024-10-20,AAVE-USD,4581.16
2024-10-21,AAVE-USD,4807.99
2024-10-22,AAVE-USD,5083.49
2024-10-23,AAVE-USD,5045.03
2024-10-24,AAVE-USD,4934.56
2024-10-25,AAVE-USD,4957.62
2024-10-26,AAVE-USD,4866.9
2024-10-27,AAVE-USD,4975.86
2024-10-28,AAVE-USD,4868.62
2024-10-29,AAVE-USD,5230.35
2024-10-30,AAVE-USD,5407.63
2024-10-31,AAVE-USD,5421.23
2024-11-01,AAVE-USD,5253.1
2024-11-02,AAVE-USD,5259.72
2024-11-03,AAVE-USD,4917.04
2024-11-04,AAVE-USD,4544.93
2024-11-05,AAVE-USD,4400.23
2024-11-06,AAVE-USD,4342.34
2024-11-07,AAVE-USD,3961.52
2024-11-08,AAVE-USD,4005.74
2024-11-09,AAVE-USD,4146.4
2024-11-10,AAVE-USD,3878.72
2024-11-11,AAVE-USD,3631.07
2024-11-12,AAVE-USD,3678.86
2024-11-13,AAVE-USD,3411.33
2024-11-14,AAVE-USD,3514.99
2024-11-15,AAVE-USD,3785.47
2024-11-16,AAVE-USD,4004.99
2024-11-17,AAVE-USD,4126.06
2024-11-18,AAVE-USD,4186.75
2024-11-19,AAVE-USD,4366.21
2024-11-20,AAVE-USD,4277.61
2024-11-21,AAVE-USD,4141.92
2024-11-22,AAVE-USD,3912.16
2024-11-23,AAVE-USD,3837.92
2024-11-24,AAVE-USD,3598.3
2024-11-25,AAVE-USD,3578.92
2024-11-26,AAVE-USD,3467.4
2024-11-27,AAVE-USD,3334.73
2024-11-28,AAVE-USD,3210.03
2024-11-29,AAVE-USD,3309.73
2024-11-30,AAVE-USD,3312.47
2024-12-01,AAVE-USD,3575.55
2024-12-02,AAVE-USD,3534.98
2024-12-03,AAVE-USD,3289.88
2024-12-04,AAVE-USD,3346.37
2024-12-05,AAVE-USD,3627.99
2024-12-06,AAVE-USD,3958.37
2024-12-07,AAVE-USD,4203.27
2024-12-08,AAVE-USD,4075.32
2024-12-09,AAVE-USD,3730.6
2024-12-10,AAVE-USD,3394.57
2024-12-11,AAVE-USD,3103.11
2024-12-12,AAVE-USD,3229.33
2024-12-13,AAVE-USD,2987.97
2024-12-14,AAVE-USD,3057.62
2024-12-15,AAVE-USD,2869.35
2024-12-16,AAVE-USD,2767.65
2024-12-17,AAVE-USD,2722.37
2024-12-18,AAVE-USD,2795.7
2024-12-19,AAVE-USD,2603.06
2024-12-20,AAVE-USD,2649.45
2024-12-21,AAVE-USD,2665.56
2024-12-22,AAVE-USD,2698.17
2024-12-23,AAVE-USD,2679.84
2024-12-24,AAVE-USD,2567.55
2024-12-25,AAVE-USD,2700.03
2024-12-26,AAVE-USD,2874.02
2024-12-27,AAVE-USD,2925.05
2024-12-28,AAVE-USD,2937.5
2024-12-29,AAVE-USD,2935.47
2024-12-30,AAVE-USD,2792.22
2024-12-31,AAVE-USD,2871.48
2025-01-01,AAVE-USD,2866.1
2025-01-02,AAVE-USD,2772.2
2025-01-03,AAVE-USD,2663.43
2025-01-04,AAVE-USD,2782.79
2025-01-05,AAVE-USD,2809.34
2025-01-06,AAVE-USD,2931.64
2025-01-07,AAVE-USD,2822.77
2025-01-08,AAVE-USD,2836.26
2025-01-09,AAVE-USD,2754.31
2025-01-10,AAVE-USD,2767.92
2025-01-11,AAVE-USD,2948.89
2025-01-12,AAVE-USD,2783.29
2025-01-13,AAVE-USD,2728.81
2025-01-14,AAVE-USD,2755.35
2025-01-15,AAVE-USD,2967.01
2025-01-16,AAVE-USD,3097.16
2025-01-17,AAVE-USD,3265.41
2025-01-18,AAVE-USD,3234.38
2025-01-19,AAVE-USD,3385.38
2025-01-20,AAVE-USD,3408.57
2025-01-21,AAVE-USD,3346.49
2025-01-22,AAVE-USD,3404.56
2025-01-23,AAVE-USD,3321.47
2025-01-24,AAVE-USD,3277.17
2025-01-25,AAVE-USD,3269.93
2025-01-26,AAVE-USD,3276.82
2025-01-27,AAVE-USD,3516.15
2025-01-28,AAVE-USD,3374.08
2025-01-29,AAVE-USD,3374.08
2025-01-30,AAVE-USD,3385.03
2025-01-31,AAVE-USD,3409.27
2025-02-01,AAVE-USD,3211.31
2025-02-02,AAVE-USD,3293.81
2025-02-03,AAVE-USD,3290.45
2025-02-04,AAVE-USD,3206.65
2025-02-05,AAVE-USD,3328.0
2025-02-06,AAVE-USD,3243.84
2025-02-07,AAVE-USD,3430.45
2025-02-08,AAVE-USD,3494.8
2025-02-09,AAVE-USD,3460.08
2025-02-10,AAVE-USD,3414.63
2025-02-11,AAVE-USD,3209.03
2025-02-12,AAVE-USD,3053.48
2025-02-13,AAVE-USD,2873.63
2025-02-14,AAVE-USD,2749.41
2025-02-15,AAVE-USD,2636.37
2025-02-16,AAVE-USD,2586.52
2025-02-17,AAVE-USD,2776.69
2025-02-18,AAVE-USD,2720.99
2025-02-19,AAVE-USD,2685.08
2025-02-20,AAVE-USD,2902.21
2025-02-21,AAVE-USD,3012.06
2025-02-22,AAVE-USD,3011.2
2025-02-23,AAVE-USD,3087.61
2025-02-24,AAVE-USD,3012.53
2025-02-25,AAVE-USD,3005.42
2025-02-26,AAVE-USD,3048.95
2025-02-27,AAVE-USD,3121.08
2025-02-28,AAVE-USD,3050.62
2025-03-01,AAVE-USD,2960.48
2025-03-02,AAVE-USD,3200.75
2025-03-03,AAVE-USD,3067.09
2025-03-04,AAVE-USD,3115.24
2025-03-05,AAVE-USD,3363.14
2025-03-06,AAVE-USD,3376.63
2025-03-07,AAVE-USD,3280.2
2025-03-08,AAVE-USD,3249.87
2025-03-09,AAVE-USD,3272.21
2025-03-10,AAVE-USD,3504.28
2025-03-11,AAVE-USD,3266.04
2025-03-12,AAVE-USD,3193.41
2025-03-13,AAVE-USD,3124.33
2025-03-14,AAVE-USD,3114.86
2025-03-15,AAVE-USD,3334.49
2025-03-16,AAVE-USD,3369.48
2025-03-17,AAVE-USD,3402.55
2025-03-18,AAVE-USD,3569.12
2025-03-19,AAVE-USD,4131.95
2025-03-20,AAVE-USD,4551.27
2025-03-21,AAVE-USD,4807.94
2025-03-22,AAVE-USD,4812.03
2025-03-23,AAVE-USD,4912.51
2025-03-24,AAVE-USD,4843.12
2025-03-25,AAVE-USD,5167.29
2025-03-26,AAVE-USD,5763.79
2025-03-27,AAVE-USD,5762.09
2025-03-28,AAVE-USD,6056.51
2025-03-29,AAVE-USD,6076.0
2025-03-30,AAVE-USD,5842.9
2025-03-31,AAVE-USD,5640.74
2025-04-01,AAVE-USD,6052.3
2025-04-02,AAVE-USD,5783.8
2025-04-03,AAVE-USD,5674.17
2025-04-04,AAVE-USD,5734.65
2025-04-05,AAVE-USD,5534.57
2025-04-06,AAVE-USD,5646.22
2025-04-07,AAVE-USD,5513.97
2025-04-08,AAVE-USD,5464.88
2025-04-09,AAVE-USD,5346.33
2025-04-10,AAVE-USD,5191.5
2025-04-11,AAVE-USD,5188.64
2025-04-12,AAVE-USD,5176.3
2025-04-13,AAVE-USD,5107.16
2025-04-14,AAVE-USD,4841.46
2025-04-15,AAVE-USD,4828.32
2025-04-16,AAVE-USD,5094.93
2025-04-17,AAVE-USD,4954.02
2025-04-18,AAVE-USD,5107.71
2025-04-19,AAVE-USD,4965.69
2025-04-20,AAVE-USD,4888.41
2025-04-21,AAVE-USD,4176.41
2025-04-22,AAVE-USD,4168.12
2025-04-23,AAVE-USD,4316.29
2025-04-24,AAVE-USD,4941.67
2025-04-25,AAVE-USD,4988.56
2025-04-26,AAVE-USD,4772.5
2025-04-27,AAVE-USD,4726.83
2025-04-28,AAVE-USD,4902.45
2025-04-29,AAVE-USD,4891.61
2025-04-30,AAVE-USD,5190.24
2025-05-01,AAVE-USD,5205.12
2025-05-02,AAVE-USD,5276.41
2025-05-03,AAVE-USD,5041.53
2025-05-04,AAVE-USD,4997.7
2025-05-05,AAVE-USD,4841.81
2025-05-06,AAVE-USD,4954.87
2025-05-07,AAVE-USD,5183.86
2025-05-08,AAVE-USD,5223.97
2025-05-09,AAVE-USD,5043.62
2025-05-10,AAVE-USD,4991.7
2025-05-11,AAVE-USD,4830.3
2025-05-12,AAVE-USD,4890.16
2025-05-13,AAVE-USD,4449.42
2025-05-14,AAVE-USD,4591.27
2025-05-15,AAVE-USD,4484.9
2025-05-16,AAVE-USD,4797.86
2025-05-17,AAVE-USD,5011.76
2025-05-18,AAVE-USD,4903.68
2025-05-19,AAVE-USD,5185.15
2025-05-20,AAVE-USD,5576.67
2025-05-21,AAVE-USD,5769.33
2025-05-22,AAVE-USD,5874.33
2025-05-23,AAVE-USD,5712.49
2025-05-24,AAVE-USD,5288.01
2025-05-25,AAVE-USD,5062.28
2025-05-26,AAVE-USD,5391.41
2025-05-27,AAVE-USD,5723.71
2025-05-28,AAVE-USD,6184.24
2025-05-29,AAVE-USD,6197.78
2025-05-30,AAVE-USD,6156.84
2025-05-31,AAVE-USD,6240.04
2025-06-01,AAVE-USD,6396.48
2025-06-02,AAVE-USD,6005.7
