date,symbol,close
2025-10-09,VIX,19.067441817833448
2025-10-10,VIX,19.154025253666237
2025-10-11,VIX,19.172253989627762
2025-10-12,VIX,18.911613850585436
2025-10-13,VIX,19.769191486315567
2025-10-14,VIX,20.022759095242773
2025-10-15,VIX,19.21270206057973
2025-10-16,VIX,19.2872837864875
2025-10-17,VIX,19.022569200580143
2025-10-18,VIX,19.363542534498634
2025-10-19,VIX,19.046534239125553
2025-10-20,VIX,19.00063966253879
2025-10-21,VIX,19.202634574130975
2025-10-22,VIX,19.548936651799025
2025-10-23,VIX,19.068818088976716
2025-10-24,VIX,18.935017594640335
2025-10-25,VIX,18.745039470175954
2025-10-26,VIX,18.483707777146467
2025-10-27,VIX,19.189889473258905
2025-10-28,VIX,19.35188215764329
2025-10-29,VIX,18.84752857590927
2025-10-30,VIX,19.21467335473118
2025-10-31,VIX,20.063535833536232
2025-11-01,VIX,20.47652193775669
2025-11-02,VIX,19.868773951375086
2025-11-03,VIX,19.675080322228585
2025-11-04,VIX,20.181844781903234
2025-11-05,VIX,19.898776995655723
2025-11-06,VIX,20.076304766914216
2025-11-07,VIX,20.38615838828595
2025-11-08,VIX,20.015386199654717
2025-11-09,VIX,19.99157605723
2025-11-10,VIX,18.69506912120237
2025-11-11,VIX,18.285314064668654
2025-11-12,VIX,18.18428680411139
2025-11-13,VIX,17.68517353132545
2025-11-14,VIX,18.338138052898103
2025-11-15,VIX,17.76608150171385
2025-11-16,VIX,17.590063707035057
2025-11-17,VIX,17.642359937949493
2025-11-18,VIX,18.21886925357594
2025-11-19,VIX,17.644524393104163
2025-11-20,VIX,18.10978989396615
2025-11-21,VIX,18.113883118373984
2025-11-22,VIX,17.721279657954803
2025-11-23,VIX,17.90612104766011
2025-11-24,VIX,17.9857449258895
2025-11-25,VIX,17.74565817502598
2025-11-26,VIX,17.773579009021987
2025-11-27,VIX,17.619453570277283
2025-11-28,VIX,17.66486050837778
2025-11-29,VIX,17.9297127781862
2025-11-30,VIX,18.564119504644342
2025-12-01,VIX,18.0689933051136
2025-12-02,VIX,18.922206654976108
2025-12-03,VIX,18.141371535167107
2025-12-04,VIX,18.080657497152874
2025-12-05,VIX,18.315984379746705
2025-12-06,VIX,18.42838112684072
2025-12-07,VIX,18.179301318912483
2025-12-08,VIX,18.096052418769574
2025-12-09,VIX,17.89885204490604
2025-12-10,VIX,17.663106142128356
2025-12-11,VIX,18.002946980936766
2025-12-12,VIX,18.145753175322785
2025-12-13,VIX,17.868589337218523
2025-12-14,VIX,18.228429287391823
2025-12-15,VIX,18.351349095742467
2025-12-16,VIX,18.67649394327805
2025-12-17,VIX,18.928345480047494
2025-12-18,VIX,18.596747475678665
2025-12-19,VIX,18.372675059599878
2025-12-20,VIX,18.671592501649183
2025-12-21,VIX,18.91574060782257
2025-12-22,VIX,18.90737997023691
2025-12-23,VIX,18.954310923560424
2025-12-24,VIX,19.465376881875795
2025-12-25,VIX,19.228748326341464
2025-12-26,VIX,19.44758727880948
2025-12-27,VIX,19.366710217835923
2025-12-28,VIX,19.279637736545034
2025-12-29,VIX,19.71914847733991
2025-12-30,VIX,20.04931501693512
2025-12-31,VIX,20.37471887133538
2026-01-01,VIX,20.89691039419711
2026-01-02,VIX,20.905311930850214
2026-01-03,VIX,21.1780931193682
2026-01-04,VIX,21.053986416730815
2026-01-05,VIX,21.183652957726192
2026-01-06,VIX,21.13159573597912
2026-01-07,VIX,21.170394121976205
2026-01-08,VIX,21.40845693215097
2026-01-09,VIX,21.081168658857578
2026-01-10,VIX,21.91812356913176
2026-01-11,VIX,21.515716616531883
2026-01-12,VIX,21.03004117141679
2026-01-13,VIX,21.49328552081682
2026-01-14,VIX,21.809950598401993
2026-01-15,VIX,22.059598525222857
2026-01-16,VIX,22.310936728928567
2026-01-17,VIX,22.306038019789803
2026-01-18,VIX,21.94713627119547
2026-01-19,VIX,21.977458094472958
2026-01-20,VIX,21.706593409868113
2026-01-21,VIX,22.096641303235213
2026-01-22,VIX,22.037818350634357
2026-01-23,VIX,21.70761947191735
2026-01-24,VIX,21.579065135256155
2026-01-25,VIX,21.744237716966403
2026-01-26,VIX,21.51874789584481
2026-01-27,VIX,21.18985973761824
2026-01-28,VIX,21.287334622215003
2026-01-29,VIX,21.385321250658492
2026-01-30,VIX,21.18254398051004
2026-01-31,VIX,20.99412865826271
2026-02-01,VIX,21.086948633205765
2026-02-02,VIX,20.507714896606835
2026-02-03,VIX,19.944729386856213
2026-02-04,VIX,19.65735169835524
2026-02-05,VIX,19.5719728376705
2026-02-06,VIX,19.696335863909702
2026-02-07,VIX,20.286478350689524
2026-02-08,VIX,20.62954219997033
2026-02-09,VIX,20.56556678798496
2026-02-10,VIX,20.557960304823883
2026-02-11,VIX,20.15694855896876
2026-02-12,VIX,20.149543304571804
2026-02-13,VIX,20.03407984900375
2026-02-14,VIX,20.163167273138985
2026-02-15,VIX,19.832274895718054
